fips_cod,county,total,dem,gop,other,dem_prop,gop_prop,other_prop,state,state_name
39001,Adams County,11063,2293,8445,325,0.20726746813703337,0.7633553285727199,0.02937720329024677,OH,Ohio
17135,Montgomery County,12829,3490,8616,723,0.27203990957985813,0.6716033985501598,0.05635669186998207,IL,Illinois
36031,Essex County,15079,6760,7275,1044,0.44830559055640296,0.48245904900855496,0.06923536043504211,NY,New York
12037,Franklin County,6003,1738,4119,146,0.28952190571380976,0.6861569215392304,0.024321172746959854,FL,Florida
39109,Miami County,51467,12832,36311,2324,0.24932481007247362,0.7055200419686402,0.045155147958886276,OH,Ohio
53039,Klickitat County,8132,3196,4436,500,0.39301524840137725,0.5454992621741269,0.06148548942449582,WA,Washington
41009,Columbia County,25077,9959,12967,2151,0.39713681859871597,0.5170873708976352,0.08577581050364876,OR,Oregon
01101,Montgomery County,94572,58669,33928,1975,0.6203633210675464,0.3587531193164996,0.02088355961595398,AL,Alabama
29039,Cedar County,6278,1010,5019,249,0.16087926091111818,0.7994584262503982,0.03966231283848359,MO,Missouri
17097,Lake County,293574,168186,108608,16780,0.5728913323386948,0.3699510174606743,0.05715765020063084,IL,Illinois
05017,Chicot County,4149,2350,1716,83,0.5664015425403712,0.4135936370209689,0.020004820438659917,AR,Arkansas
13107,Emanuel County,7838,2433,5330,75,0.31041081908650164,0.6800204133707578,0.0095687675427404955,GA,Georgia
27093,Meeker County,12198,3192,8103,903,0.2616822429906542,0.6642892277422529,0.07402852926709297,MN,Minnesota
17043,DuPage County,412929,222499,164355,26075,0.5388311307755086,0.39802242031923163,0.06314644890525974,IL,Illinois
26121,Muskegon County,77114,36640,35962,4512,0.4751407007806624,0.4663485229659984,0.05851077625333921,MI,Michigan
36109,Tompkins County,37747,25555,9647,2545,0.6770074443002093,0.25556997907118445,0.06742257662860625,NY,New York
21083,Graves County,16582,3308,12671,603,0.1994934266071644,0.764141840549994,0.036364732842841634,KY,Kentucky
48317,Martin County,1755,266,1453,36,0.15156695156695157,0.8279202279202279,0.020512820512820513,TX,Texas
06053,Monterey County,70861,47387,19580,3894,0.6687317424253115,0.27631560378769704,0.054952653786991434,CA,California
13247,Rockdale County,37589,23206,13463,920,0.6173614621298784,0.3581632924525792,0.024475245417542365,GA,Georgia
13109,Evans County,3602,1130,2404,68,0.31371460299833426,0.6674069961132704,0.018878400888395337,GA,Georgia
29097,Jasper County,48179,10565,35058,2556,0.21928641109196953,0.7276614292534092,0.05305215965462131,MO,Missouri
40039,Custer County,10531,2102,7818,611,0.19960117747602316,0.7423796410597284,0.05801918146424841,OK,Oklahoma
22001,Acadia Parish,27386,5638,21159,589,0.2058716132330388,0.7726210472504199,0.0215073395165413,LA,Louisiana
42123,Warren County,17624,4828,12032,764,0.27394462097140265,0.6827054017249206,0.043349977303676804,PA,Pennsylvania
54091,Taylor County,6498,1483,4701,314,0.22822406894429056,0.7234533702677747,0.048322560787934746,WV,West Virginia
48493,Wilson County,19255,4790,13991,474,0.24876655414178137,0.726616463256297,0.024616982601921578,TX,Texas
55051,Iron County,3477,1273,2090,114,0.366120218579235,0.6010928961748634,0.03278688524590164,WI,Wisconsin
37113,Macon County,17336,4841,12035,460,0.2792455006922012,0.6942201199815413,0.0265343793262575,NC,North Carolina
05115,Pope County,21545,4818,15694,1033,0.22362497099094916,0.7284288698073799,0.04794615920167092,AR,Arkansas
01131,Wilcox County,6095,4329,1737,29,0.7102543068088597,0.28498769483182934,0.00475799835931091,AL,Alabama
13137,Habersham County,16128,2483,13184,461,0.15395585317460317,0.8174603174603174,0.028583829365079364,GA,Georgia
08095,Phillips County,2332,436,1791,105,0.18696397941680962,0.7680102915951973,0.04502572898799314,CO,Colorado
42013,Blair County,52029,13093,37224,1712,0.2516481193180726,0.7154471544715447,0.03290472621038267,PA,Pennsylvania
05045,Faulkner County,46364,14525,29170,2669,0.3132818566128893,0.6291519282201709,0.05756621516693987,AR,Arkansas
05139,Union County,16338,5667,10201,470,0.34686008079324276,0.6243726282286693,0.028767290978087893,AR,Arkansas
20003,Anderson County,3277,665,2386,226,0.20292950869697896,0.7281049740616418,0.06896551724137931,KS,Kansas
30005,Blaine County,2621,1187,1259,175,0.4528805799313239,0.4803510110644792,0.06676840900419687,MT,Montana
31093,Howard County,2958,544,2284,130,0.1839080459770115,0.7721433400946586,0.04394861392832995,NE,Nebraska
55059,Kenosha County,75825,35770,36025,4030,0.4717441477085394,0.4751071546323772,0.053148697659083415,WI,Wisconsin
48291,Liberty County,24155,4851,18856,448,0.20082798592423928,0.7806251293728007,0.01854688470296005,TX,Texas
45037,Edgefield County,11644,4491,6842,311,0.3856922019924425,0.5875987633115768,0.026709034695980762,SC,South Carolina
38053,McKenzie County,4594,696,3661,237,0.15150195907705702,0.7969090117544624,0.05158902916848063,ND,North Dakota
34035,Somerset County,154249,83839,64640,5770,0.543530265998483,0.4190626843610007,0.03740704964051631,NJ,New Jersey
32007,Elko County,18545,3400,13542,1603,0.18333782690752223,0.7302237799946077,0.08643839309787005,NV,Nevada
55045,Green County,18791,9121,8693,977,0.4853919429514129,0.46261508168804216,0.051992975360544945,WI,Wisconsin
12051,Hendry County,11106,4610,6192,304,0.4150909418332433,0.5575364667747164,0.02737259139204034,FL,Florida
36069,Ontario County,47664,20233,24343,3088,0.4244922792883518,0.5107208794897616,0.06478684122188653,NY,New York
20007,Barber County,2209,281,1822,106,0.12720688094160254,0.8248076052512449,0.04798551380715256,KS,Kansas
35015,Eddy County,19523,5008,13124,1391,0.2565179531834247,0.6722327511140705,0.07124929570250474,NM,New Mexico
16061,Lewis County,1590,270,1202,118,0.16981132075471697,0.7559748427672957,0.07421383647798742,ID,Idaho
24045,Wicomico County,38722,16327,20832,1563,0.4216466091627499,0.5379887402510201,0.04036465058623005,MD,Maryland
48187,Guadalupe County,57220,18308,36495,2417,0.3199580566235582,0.6378014680181755,0.04224047535826634,TX,Texas
51720,Norton City,1456,383,1021,52,0.26304945054945056,0.7012362637362637,0.03571428571428571,VA,Virginia
46003,Aurora County,1407,340,974,93,0.24164889836531628,0.6922530206112296,0.06609808102345416,SD,South Dakota
08067,La Plata County,30722,15300,12471,2951,0.4980144521841026,0.4059306034763362,0.09605494433956123,CO,Colorado
51710,Norfolk City,75172,51429,19875,3868,0.6841510136753046,0.264393657212792,0.05145532911190337,VA,Virginia
16035,Clearwater County,3801,704,2852,245,0.18521441725861615,0.7503288608260984,0.06445672191528545,ID,Idaho
36045,Jefferson County,34263,12289,19947,2027,0.35866678341067626,0.5821731897382015,0.059160026851122205,NY,New York
33005,Cheshire County,41080,22064,16876,2140,0.5370983446932814,0.41080817916260953,0.05209347614410906,NH,New Hampshire
48481,Wharton County,14707,4238,10149,320,0.2881620996804243,0.6900795539538995,0.02175834636567621,TX,Texas
26065,Ingham County,133478,81266,44354,7858,0.6088344146600938,0.3322944605103463,0.058871124829559925,MI,Michigan
19099,Jasper County,18776,7108,10556,1112,0.3785683851725607,0.5622070728589689,0.059224541968470386,IA,Iowa
06033,Lake County,13045,6240,5752,1053,0.47834419317746263,0.44093522422384057,0.08072058259869681,CA,California
22125,West Feliciana Parish,5798,2247,3390,161,0.387547430148327,0.5846843739220421,0.027768195929630906,LA,Louisiana
38051,McIntosh County,1423,233,1095,95,0.16373858046380885,0.769501054111033,0.06676036542515812,ND,North Dakota
55041,Forest County,4507,1583,2787,137,0.3512314177945418,0.6183714222320834,0.03039715997337475,WI,Wisconsin
53055,San Juan County,10059,6735,2523,801,0.669549657023561,0.25082016104980615,0.07963018192663286,WA,Washington
27007,Beltrami County,21316,8688,10783,1845,0.40758115969224995,0.5058641396134359,0.08655470069431413,MN,Minnesota
51053,Dinwiddie County,13533,5765,7447,321,0.4259957141801522,0.5502844897657577,0.02371979605409,VA,Virginia
38063,Nelson County,1694,536,1025,133,0.31641086186540734,0.6050767414403778,0.07851239669421488,ND,North Dakota
20065,Graham County,1265,185,1013,67,0.14624505928853754,0.8007905138339921,0.052964426877470355,KS,Kansas
36043,Herkimer County,24261,7289,15664,1308,0.30044103705535635,0.6456452743085611,0.053913688636082605,NY,New York
13113,Fayette County,60387,23255,35034,2098,0.3850994419328663,0.5801579810224055,0.03474257704472817,GA,Georgia
23007,Franklin County,16382,7001,7900,1481,0.42735929678915885,0.48223660114760103,0.09040410206324014,ME,Maine
38037,Grant County,1361,187,1098,76,0.13739897134459955,0.8067597354886114,0.055841293166789124,ND,North Dakota
40017,Canadian County,55250,11666,39969,3615,0.21114932126696834,0.723420814479638,0.06542986425339367,OK,Oklahoma
13061,Clay County,1271,697,566,8,0.5483870967741935,0.44531864673485444,0.006294256490952006,GA,Georgia
51770,Roanoke City,41728,23403,16045,2280,0.5608464340490797,0.384513995398773,0.054639570552147236,VA,Virginia
13201,Miller County,2540,622,1888,30,0.24488188976377953,0.7433070866141732,0.011811023622047244,GA,Georgia
48163,Frio County,2683,1401,1232,50,0.522176667909057,0.4591874767051808,0.018635855385762207,TX,Texas
17175,Stark County,2707,748,1777,182,0.2763206501662357,0.6564462504617657,0.06723309937199852,IL,Illinois
48269,King County,159,5,149,5,0.031446540880503145,0.9371069182389937,0.031446540880503145,TX,Texas
30111,Yellowstone County,64675,21117,38675,4883,0.3265094704290684,0.5979899497487438,0.07550057982218786,MT,Montana
31119,Madison County,13956,2663,10518,775,0.1908139868157065,0.7536543422184007,0.05553167096589281,NE,Nebraska
44009,Washington County,64160,33511,27074,3575,0.5223036159600998,0.4219763092269327,0.055720074812967584,RI,Rhode Island
31133,Pawnee County,1314,279,970,65,0.21232876712328766,0.7382039573820396,0.04946727549467275,NE,Nebraska
46037,Day County,2747,974,1627,146,0.3545686203130688,0.592282489989079,0.053148889697852204,SD,South Dakota
17093,Kendall County,50815,23392,24152,3271,0.4603365148086195,0.47529272852504184,0.06437075666633868,IL,Illinois
19029,Cass County,7055,1946,4755,354,0.27583274273564845,0.6739900779588944,0.05017717930545712,IA,Iowa
04017,Navajo County,35409,15362,18165,1882,0.43384450281002007,0.513005168177582,0.053150329012397975,AZ,Arizona
16005,Bannock County,33405,10342,17180,5883,0.309594372099985,0.5142942673252507,0.17611136057476426,ID,Idaho
47099,Lawrence County,15658,2821,12419,418,0.1801634946991953,0.7931408864478222,0.0266956188529825,TN,Tennessee
08101,Pueblo County,60112,27945,27746,4421,0.4648822198562683,0.4615717327655044,0.07354604737822731,CO,Colorado
08043,Fremont County,21880,5275,15066,1539,0.24108775137111518,0.6885740402193784,0.0703382084095064,CO,Colorado
12043,Glades County,4355,1271,2996,88,0.2918484500574053,0.6879448909299656,0.020206659012629163,FL,Florida
13095,Dougherty County,33925,23224,10227,474,0.6845689019896831,0.30145910095799555,0.013971997052321296,GA,Georgia
13155,Irwin County,3659,890,2711,58,0.24323585679147308,0.7409128177097568,0.015851325498770157,GA,Georgia
31063,Frontier County,1310,161,1106,43,0.12290076335877863,0.8442748091603054,0.03282442748091603,NE,Nebraska
36039,Greene County,18869,6370,11546,953,0.33759075732683236,0.6119031215220733,0.05050612115109439,NY,New York
22055,Lafayette Parish,105599,32726,68191,4682,0.3099082377674031,0.6457542211573973,0.04433754107519958,LA,Louisiana
39065,Hardin County,12014,2870,8541,603,0.23888796404195106,0.7109205926419178,0.05019144331613118,OH,Ohio
56043,Washakie County,3715,532,2911,272,0.14320323014804845,0.7835800807537012,0.07321668909825034,WY,Wyoming
55107,Rusk County,7029,2171,4564,294,0.3088632806942666,0.6493100014226775,0.04182671788305591,WI,Wisconsin
27045,Fillmore County,10976,3872,6271,833,0.35276967930029157,0.5713374635568513,0.07589285714285714,MN,Minnesota
29051,Cole County,37261,10907,24610,1744,0.29271892863852284,0.6604761010171493,0.04680497034432785,MO,Missouri
13087,Decatur County,10238,4104,6009,125,0.4008595428794686,0.5869310412189881,0.01220941590154327,GA,Georgia
17057,Fulton County,15609,6118,8482,1009,0.3919533602408867,0.5434044461528605,0.0646421936062528,IL,Illinois
22045,Iberia Parish,32454,10698,20903,853,0.3296357921981882,0.6440808528994885,0.026283354902323287,LA,Louisiana
46023,Charles Mix County,3433,935,2382,116,0.27235653946985144,0.6938537722108943,0.033789688319254295,SD,South Dakota
46069,Hyde County,690,125,543,22,0.18115942028985507,0.7869565217391304,0.03188405797101449,SD,South Dakota
13291,Union County,12039,1962,9849,228,0.16297034637428356,0.8180912035883379,0.01893845003737852,GA,Georgia
17117,Macoupin County,21881,6532,14194,1155,0.29852383346282163,0.6486906448516978,0.052785521685480556,IL,Illinois
21063,Elliott County,2847,740,2000,107,0.2599227256761503,0.7024938531787847,0.03758342114506498,KY,Kentucky
35055,Taos County,15072,10550,2706,1816,0.6999734607218684,0.17953821656050956,0.12048832271762208,NM,New Mexico
46039,Deuel County,2080,570,1366,144,0.27403846153846156,0.6567307692307692,0.06923076923076923,SD,South Dakota
19023,Butler County,7457,2163,4918,376,0.29006302802735684,0.6595145500871664,0.050422421885476736,IA,Iowa
37173,Swain County,5982,2186,3557,239,0.36542962219993314,0.5946171848879973,0.03995319291206954,NC,North Carolina
48307,McCulloch County,3086,480,2546,60,0.15554115359688916,0.8250162022034997,0.019442644199611146,TX,Texas
40079,Le Flore County,17199,3245,13346,608,0.18867376010233153,0.7759753474039188,0.03535089249374963,OK,Oklahoma
28043,Grenada County,10442,4386,5940,116,0.4200344761539935,0.5688565408925493,0.011108982953457192,MS,Mississippi
48223,Hopkins County,13476,2508,10704,264,0.1861086375779163,0.7943009795191451,0.019590382902938557,TX,Texas
21049,Clark County,16193,4706,10710,777,0.29061940344593346,0.6613968998950164,0.04798369665905021,KY,Kentucky
42131,Wyoming County,12418,3573,8375,470,0.28772749234981476,0.6744242229022387,0.03784828474794653,PA,Pennsylvania
20111,Lyon County,11745,4456,6354,935,0.37939548744146445,0.5409961685823754,0.07960834397616007,KS,Kansas
47069,Hardeman County,9242,4174,4912,156,0.4516338454879896,0.5314866911923826,0.016879463319627787,TN,Tennessee
54043,Lincoln County,6988,1435,5257,296,0.20535203205495134,0.7522896393817974,0.042358328563251287,WV,West Virginia
13151,Henry County,98037,49902,45641,2494,0.5090119036690229,0.46554872140110365,0.025439374929873415,GA,Georgia
20101,Lane County,831,104,684,43,0.12515042117930206,0.8231046931407943,0.05174488567990373,KS,Kansas
48173,Glasscock County,602,34,553,15,0.05647840531561462,0.9186046511627907,0.024916943521594685,TX,Texas
06081,San Mateo County,213715,163084,40809,9822,0.7630910324497578,0.1909505650047961,0.04595840254544604,CA,California
38011,Bowman County,1769,227,1445,97,0.12832108535895986,0.8168456755228943,0.054833239118145846,ND,North Dakota
51027,Buchanan County,9220,1721,7292,207,0.1866594360086768,0.7908893709327549,0.02245119305856833,VA,Virginia
56011,Crook County,3771,271,3347,153,0.07186422699549191,0.8875629806417396,0.0405727923627685,WY,Wyoming
17201,Winnebago County,113027,52595,53922,6510,0.46533129252302546,0.4770718500889168,0.05759685738805772,IL,Illinois
51630,Fredericksburg City,11135,6690,3731,714,0.6008082622361922,0.33506960035922767,0.06412213740458016,VA,Virginia
48289,Leon County,7407,909,6391,107,0.1227217496962333,0.8628324557850682,0.014445794518698528,TX,Texas
55123,Vernon County,14193,6351,6994,848,0.4474741069541323,0.49277813006411614,0.059747762981751565,WI,Wisconsin
17129,Menard County,6423,1808,4230,385,0.2814884010586953,0.658570761326483,0.05994083761482173,IL,Illinois
48333,Mills County,2238,242,1949,47,0.10813226094727435,0.8708668453976764,0.02100089365504915,TX,Texas
21005,Anderson County,11414,2634,8242,538,0.23076923076923078,0.7220956719817767,0.047135097248992466,KY,Kentucky
37121,Mitchell County,7948,1585,6225,138,0.1994212380473075,0.7832159033719175,0.017362858580775038,NC,North Carolina
19183,Washington County,10824,3938,6170,716,0.3638211382113821,0.570029563932003,0.06614929785661493,IA,Iowa
31059,Fillmore County,2879,610,2100,169,0.21187912469607503,0.729419937478291,0.0587009378256339,NE,Nebraska
16025,Camas County,599,110,410,79,0.18363939899833054,0.6844741235392321,0.1318864774624374,ID,Idaho
17199,Williamson County,31422,8539,21503,1380,0.2717522754757813,0.6843294507033288,0.04391827382088982,IL,Illinois
45039,Fairfield County,11252,6936,4024,292,0.6164237468894419,0.3576253110558123,0.025950942054745824,SC,South Carolina
01079,Lawrence County,14623,3611,10732,280,0.24693975244477878,0.7339123298912672,0.019147917663954045,AL,Alabama
12055,Highlands County,45589,14901,29509,1179,0.32685516242953344,0.6472833358924301,0.02586150167803637,FL,Florida
19077,Guthrie County,5654,1720,3603,331,0.304209409267775,0.6372479660417404,0.058542624690484615,IA,Iowa
31157,Scotts Bluff County,13895,3151,9952,792,0.22677222022310184,0.7162288593019072,0.056998920474991006,NE,Nebraska
29221,Washington County,9279,1926,7047,306,0.2075654704170708,0.7594568380213385,0.03297769156159069,MO,Missouri
53077,Yakima County,52250,20039,29592,2619,0.3835215311004785,0.5663540669856459,0.0501244019138756,WA,Washington
29119,McDonald County,8233,1329,6599,305,0.1614235394145512,0.8015304263330499,0.037046034252398885,MO,Missouri
21077,Gallatin County,3334,749,2443,142,0.22465506898620277,0.732753449310138,0.04259148170365927,KY,Kentucky
48501,Yoakum County,2299,426,1797,76,0.18529795563288387,0.7816441931274467,0.03305785123966942,TX,Texas
42103,Pike County,26066,9247,16035,784,0.35475331849919434,0.6151691859126832,0.03007749558812246,PA,Pennsylvania
29057,Dade County,3951,637,3184,130,0.16122500632751202,0.8058719311566692,0.03290306251581878,MO,Missouri
48401,Rusk County,18994,3935,14675,384,0.20717068547962514,0.7726124039170265,0.020216910603348424,TX,Texas
20141,Osborne County,1753,231,1437,85,0.13177410154021676,0.8197375926982317,0.04848830576155162,KS,Kansas
19187,Webster County,17239,6293,10049,897,0.3650443761239051,0.582922443297175,0.05203318057891989,IA,Iowa
42075,Lebanon County,58906,17860,38804,2242,0.30319492072114895,0.6587444402947068,0.03806063898414423,PA,Pennsylvania
20099,Labette County,7919,2234,5232,453,0.2821063265563834,0.6606894809950752,0.05720419244854148,KS,Kansas
48079,Cochran County,901,190,679,32,0.21087680355160932,0.753607103218646,0.03551609322974473,TX,Texas
24025,Harford County,124224,43803,74261,6160,0.35261302163833075,0.5977991370427614,0.04958784131890778,MD,Maryland
12015,Charlotte County,96323,33421,60196,2706,0.34696801386999987,0.6249390072983607,0.02809297883163938,FL,Florida
13027,Brooks County,6268,2504,3679,85,0.39948947032546267,0.5869495851946395,0.013560944479897894,GA,Georgia
29071,Franklin County,50045,12339,35420,2286,0.24655809771205914,0.7077630132880408,0.04567888899990009,MO,Missouri
41055,Sherman County,983,202,726,55,0.20549338758901323,0.7385554425228891,0.05595116988809766,OR,Oregon
06057,Nevada County,33258,16199,14686,2373,0.48707077996271575,0.44157796620362016,0.07135125383366409,CA,California
47041,DeKalb County,6940,1566,5164,210,0.22564841498559077,0.7440922190201729,0.03025936599423631,TN,Tennessee
26111,Midland County,42379,15655,23877,2847,0.3694046579673895,0.5634158427523066,0.06717949928030392,MI,Michigan
34013,Essex County,299808,231031,62059,6718,0.7705965151029992,0.2069958106521507,0.02240767424485004,NJ,New Jersey
21159,Martin County,3951,363,3503,85,0.09187547456340167,0.8866109845608706,0.021513540875727665,KY,Kentucky
19093,Ida County,3590,792,2655,143,0.22061281337047353,0.7395543175487466,0.039832869080779945,IA,Iowa
39093,Lorain County,136654,64958,65346,6350,0.4753464955288539,0.4781857830725775,0.04646772139856865,OH,Ohio
45009,Bamberg County,6195,3886,2197,112,0.6272800645682002,0.3546408393866021,0.01807909604519774,SC,South Carolina
47147,Robertson County,27042,6634,19393,1015,0.24532209156127505,0.7171437023888766,0.03753420604984838,TN,Tennessee
47169,Trousdale County,3142,943,2099,100,0.30012730744748567,0.6680458306810948,0.031826861871419476,TN,Tennessee
29183,Saint Charles County,199513,68225,120899,10389,0.34195766691894763,0.6059705382606647,0.052071794820387644,MO,Missouri
54021,Gilmer County,2528,537,1889,102,0.21242088607594936,0.7472310126582279,0.040348101265822785,WV,West Virginia
37095,Hyde County,2273,956,1275,42,0.42058952925648924,0.5609326880774307,0.01847778266608007,NC,North Carolina
47107,McMinn County,18694,3507,14673,514,0.1876002995613566,0.7849042473520916,0.027495453086551835,TN,Tennessee
21163,Meade County,12223,3026,8660,537,0.24756606397774686,0.7085003681583899,0.04393356786386321,KY,Kentucky
20079,Harvey County,14540,5006,8503,1031,0.34429160935350756,0.5848005502063274,0.07090784044016506,KS,Kansas
55049,Iowa County,12123,6669,4809,645,0.5501113585746102,0.396683989111606,0.05320465231378372,WI,Wisconsin
36103,Suffolk County,625720,276953,328403,20364,0.44261490762641437,0.5248401841079077,0.03254490826567794,NY,New York
51740,Portsmouth City,43000,28462,12773,1765,0.6619069767441861,0.29704651162790696,0.04104651162790698,VA,Virginia
46045,Edmunds County,1918,380,1433,105,0.1981230448383733,0.7471324296141815,0.05474452554744526,SD,South Dakota
16081,Teton County,4966,2157,2161,648,0.43435360451067256,0.43515908175594037,0.13048731373338704,ID,Idaho
13233,Polk County,14158,2863,11006,289,0.20221782737674812,0.7773696849837548,0.020412487639497105,GA,Georgia
39153,Summit County,249937,129922,109531,10484,0.5198189943865854,0.43823443507763954,0.04194657053577502,OH,Ohio
53043,Lincoln County,5629,1222,4056,351,0.21709006928406466,0.7205542725173211,0.06235565819861432,WA,Washington
51840,Winchester City,10574,5161,4786,627,0.4880839795725364,0.45261963306222813,0.05929638736523549,VA,Virginia
53005,Benton County,70499,23160,42071,5268,0.3285152980893346,0.5967602377338685,0.07472446417679683,WA,Washington
13129,Gordon County,18850,3176,15171,503,0.16848806366047744,0.8048275862068965,0.026684350132625996,GA,Georgia
27151,Swift County,4968,1679,2962,327,0.33796296296296297,0.5962157809983897,0.06582125603864734,MN,Minnesota
19089,Howard County,4507,1674,2611,222,0.3714222320834258,0.5793210561349013,0.04925671178167295,IA,Iowa
19139,Muscatine County,19086,8284,9549,1253,0.4340354186314576,0.5003143665513989,0.06565021481714346,IA,Iowa
49047,Uintah County,12714,988,9745,1981,0.077709611451942745,0.7664778983797389,0.15581249016831838,UT,Utah
18121,Parke County,6576,1441,4863,272,0.2191301703163017,0.739507299270073,0.0413625304136253,IN,Indiana
04009,Graham County,11939,3301,8025,613,0.2764888181589748,0.6721668481447357,0.05134433369628947,AZ,Arizona
21037,Campbell County,42471,14658,25050,2763,0.34512961785689056,0.5898142261778625,0.06505615596524687,KY,Kentucky
08005,Arapahoe County,281658,148365,109638,23655,0.5267558528428093,0.38925931448778306,0.08398483266940758,CO,Colorado
37187,Washington County,6115,3490,2560,65,0.570727718724448,0.4186426819296811,0.01062959934587081,NC,North Carolina
55097,Portage County,38123,18524,17310,2289,0.48590089971932954,0.4540566062481966,0.06004249403247384,WI,Wisconsin
29007,Audrain County,10043,2567,6981,495,0.255600916060938,0.6951110226028079,0.04928806133625411,MO,Missouri
27033,Cottonwood County,5697,1678,3679,340,0.2945409864841144,0.6457784799017027,0.0596805336141829,MN,Minnesota
51107,Loudoun County,180265,99909,69633,10723,0.5542340443236347,0.38628130807422406,0.05948464760214129,VA,Virginia
51137,Orange County,17157,5955,10511,691,0.34708865186221366,0.6126362417672088,0.04027510637057761,VA,Virginia
31101,Keith County,3945,560,3203,182,0.14195183776932827,0.8119138149556401,0.046134347275031684,NE,Nebraska
08047,Gilpin County,3574,1634,1564,376,0.4571908226077224,0.43760492445439286,0.10520425293788473,CO,Colorado
21153,Magoffin County,5113,1172,3824,117,0.22921963622139643,0.7478975161353413,0.02288284764326227,KY,Kentucky
39071,Highland County,17048,3436,13005,607,0.20154856874706711,0.7628460816518067,0.035605349601126234,OH,Ohio
55025,Dane County,304729,217506,71270,15953,0.7137686272064687,0.23387993922468817,0.052351433568843135,WI,Wisconsin
51111,Lunenburg County,5577,2226,3206,145,0.3991393222162453,0.5748610363994979,0.02599964138425677,VA,Virginia
53049,Pacific County,8872,3900,4444,528,0.43958521190261496,0.5009017132551848,0.059513074842200184,WA,Washington
27009,Benton County,19911,5640,12872,1399,0.28326050926623475,0.6464768218572648,0.07026266887650043,MN,Minnesota
42099,Perry County,21153,4630,15613,910,0.21888148253202855,0.7380986148536851,0.04301990261428639,PA,Pennsylvania
05013,Calhoun County,2250,636,1554,60,0.2826666666666667,0.6906666666666667,0.02666666666666667,AR,Arkansas
20137,Norton County,2190,277,1808,105,0.12648401826484018,0.8255707762557077,0.04794520547945205,KS,Kansas
40147,Washington County,22208,5047,15810,1351,0.22726044668587897,0.71190561959654175,0.06083393371757925,OK,Oklahoma
23019,Penobscot County,80228,32832,41601,5795,0.4092336840005983,0.5185346761729072,0.07223163982649448,ME,Maine
39005,Ashland County,24074,5659,17169,1246,0.2350668771288527,0.7131760405416632,0.05175708232948409,OH,Ohio
27073,Lac qui Parle County,3835,1301,2294,240,0.33924380704041723,0.598174706649283,0.06258148631029987,MN,Minnesota
08107,Routt County,13772,7487,5149,1136,0.5436392680801626,0.3738745280278827,0.08248620389195468,CO,Colorado
29139,Montgomery County,5424,1118,4124,182,0.20612094395280237,0.7603244837758112,0.03355457227138643,MO,Missouri
54087,Roane County,5234,1220,3772,242,0.2330913259457394,0.7206725257928926,0.04623614826136798,WV,West Virginia
05055,Greene County,14422,3056,10698,668,0.21189848842046874,0.7417833864928581,0.046318125086673136,AR,Arkansas
27013,Blue Earth County,33256,14428,15667,3161,0.4338465239355304,0.47110295886456577,0.09505051719990378,MN,Minnesota
40019,Carter County,18533,4002,13751,780,0.21593913559596395,0.7419737765067717,0.04208708789726434,OK,Oklahoma
20073,Greenwood County,2811,484,2146,181,0.17218071860547848,0.7634293845606546,0.06438989683386695,KS,Kansas
17059,Gallatin County,2691,656,1942,93,0.2437755481233742,0.7216648086213303,0.03455964325529543,IL,Illinois
42059,Greene County,14955,4157,10394,404,0.27796723503844867,0.6950183884988298,0.027014376462721496,PA,Pennsylvania
28007,Attala County,7242,2847,4288,107,0.39312344656172327,0.592101629384148,0.014774924054128693,MS,Mississippi
51183,Sussex County,5036,2874,2055,107,0.5706910246227165,0.4080619539316918,0.02124702144559174,VA,Virginia
55131,Washington County,76246,20854,51729,3663,0.2735094300028854,0.6784487055058626,0.048041864491252,WI,Wisconsin
27099,Mower County,17587,7444,8826,1317,0.42326718598965146,0.5018479558764997,0.07488485813384886,MN,Minnesota
01119,Sumter County,6391,4739,1581,71,0.7415115005476451,0.24737912689719918,0.011109372555155688,AL,Alabama
01085,Lowndes County,6676,4882,1751,43,0.731276213301378,0.262282804074296,0.006440982624325944,AL,Alabama
48109,Culberson County,762,454,280,28,0.5958005249343832,0.3674540682414698,0.03674540682414698,TX,Texas
17063,Grundy County,22891,8021,13417,1453,0.3503997204141366,0.5861255515268009,0.06347472805906251,IL,Illinois
47023,Chester County,4850,902,3827,121,0.18597938144329898,0.7890721649484536,0.024948453608247424,TN,Tennessee
46071,Jackson County,1095,323,722,50,0.29497716894977166,0.6593607305936073,0.045662100456621,SD,South Dakota
24005,Baltimore County,335017,189437,131009,14571,0.5654548873639248,0.39105179737147666,0.043493315264598514,MD,Maryland
48439,Tarrant County,662832,288001,345683,29148,0.434500748304246,0.5215243078185724,0.043974943877181545,TX,Texas
38071,Ramsey County,5218,1505,3216,497,0.2884246837868915,0.6163280950555768,0.09524722115753162,ND,North Dakota
20113,McPherson County,12443,3183,8407,853,0.25580647753757135,0.6756409226070883,0.06855259985534035,KS,Kansas
20089,Jewell County,1483,180,1204,99,0.12137559002022927,0.8118678354686446,0.0667565745111261,KS,Kansas
41067,Washington County,232034,137818,75903,18313,0.5939560581638897,0.32712016342432576,0.07892377841178448,OR,Oregon
40049,Garvin County,10531,1852,8243,436,0.17586174152502138,0.7827366821764314,0.04140157629854715,OK,Oklahoma
13189,McDuffie County,9268,3699,5432,137,0.3991152352179543,0.5861027190332326,0.01478204574881312,GA,Georgia
